user_id,avg_watch_time,likes,shares,comments
202,15.091618090600905,11,6,6
203,12.404296325509641,11,8,6
204,12.397736765391652,14,4,4
205,12.264441460341041,14,10,5
206,12.96098824551646,16,8,4
207,14.724859662075799,14,7,5
208,14.83157407106732,20,10,6
209,13.197003748969566,15,7,6
210,12.71251154074637,14,6,3
211,18.437305247713013,16,9,6
212,11.251407379370276,14,8,6
213,12.906553666787255,13,7,5
214,12.308954674931124,14,5,4
215,12.985863061182005,15,4,4
216,13.626835042353719,16,7,4
217,15.876115245292093,16,7,6
218,15.60497013119983,11,5,2
219,15.881720727636347,17,8,6
220,12.937316765711119,13,7,6
221,16.709113849228668,25,13,8
222,13.229104256286483,13,5,3
223,18.819359773362482,21,15,11
224,14.82521205853367,13,8,5
225,14.504619934525739,20,12,7
226,14.810908005769777,15,8,6
227,8.549067639955574,8,4,3
228,17.06264979600453,24,11,10
229,19.9567901646654,19,8,6
230,12.8982685398429,15,5,4
231,21.332046936649498,18,12,10
232,13.543449417000701,15,8,4
233,17.142672148587124,20,14,11
234,18.133864570662496,21,12,10
235,11.081956227912867,12,5,3
236,12.69452712278728,18,5,2
237,15.124660408417942,20,9,7
238,17.94578101411068,19,11,10
239,21.652998082728978,16,13,13
240,18.101348843688754,21,14,11
241,13.954591948695047,13,8,7
242,15.961239428937876,16,7,6
243,17.129897243057982,14,7,7
244,19.125224517529976,22,11,9
245,18.442785224505183,23,12,9
246,16.23740666743151,14,6,5
247,17.284868501414955,18,10,10
248,16.390305204061374,20,8,7
249,18.7735607649771,11,7,6
250,16.31968818578352,19,7,4
251,17.02934643747564,15,10,7
252,15.718212168689936,12,8,4
253,15.039887142806997,15,11,8
254,13.616903846593154,13,4,4
255,16.41150695809519,13,7,5
256,16.717873385829368,17,9,7
257,13.002122070805237,21,12,7
258,20.036503815343305,16,9,8
259,17.139681908312365,20,12,8
260,20.080902475477377,19,11,11
261,13.31543189459169,17,10,4
262,10.532388606358662,13,3,1
263,13.913859579089976,14,6,5
264,14.214653540924246,14,6,4
265,21.14135492220078,13,9,8
266,11.580117065888121,10,6,4
267,16.94954537650481,20,10,7
268,11.286828201273961,14,7,3
269,11.643840412284412,9,5,4
270,14.857099562905113,20,8,6
271,17.2446525062508,17,10,8
272,11.40501225603977,10,4,4
273,13.934029215360487,15,6,6
274,16.39379120140718,13,8,5
275,12.401471466087079,10,5,2
276,11.602728842793187,12,6,4
277,11.838698790049635,13,7,4
278,16.31465858779268,23,13,8
279,16.064148527527898,12,8,7
280,13.77609824261507,13,7,3
281,14.812364565922657,22,6,3
282,9.421671944120405,9,2,2
283,10.543461676309414,14,5,2
284,16.106603336244596,15,10,8
285,18.350457933505584,22,14,10
286,14.975341712597178,16,8,6
287,12.795237586581903,8,4,3
288,12.448757681729697,11,5,4
289,11.93240656620905,15,7,5
290,13.45635037641852,15,8,6
291,19.235815381320045,16,12,8
292,16.451470950403188,13,8,6
293,18.962397855696587,26,15,13
294,15.38211362071683,10,7,5
295,14.432850844560484,14,8,5
296,11.0477369569305,8,5,3
297,11.711501572030222,12,5,2
298,12.756832475856697,13,4,3
299,18.6244666702651,17,10,7
300,15.169538998630669,15,8,6
301,19.85879563846077,16,10,7
302,13.6737774341109,17,8,5
303,14.133534151860419,19,6,3
304,14.727606441865438,21,9,7
305,13.487705299165086,12,4,3
306,16.178844189788432,14,8,6
307,20.74103676969834,19,9,7
308,11.927724745934583,13,8,3
309,14.959574785638194,17,7,3
310,12.530833174672152,15,4,2
311,16.82283441453287,18,9,7
312,20.809321315623603,20,12,9
313,16.396222209362275,17,8,5
314,19.017201164925336,15,6,6
315,14.175895887965599,14,5,5
316,16.83078495346951,16,8,6
317,13.32042860331115,17,10,7
318,19.757376166539782,18,14,9
319,16.193769839321856,16,7,5
320,17.86529758758135,19,12,7
321,19.660599828338146,9,7,5
322,17.880021127367343,16,10,9
323,18.567202527403847,14,8,5
324,11.257045183384793,10,3,2
325,15.28617009147817,13,9,7
326,15.18253997728964,13,6,4
327,15.114984302711829,16,8,7
328,11.839082556035939,14,7,5
329,17.702532361104364,20,12,8
330,14.244843151147046,23,7,6
331,17.844000939928495,18,11,7
332,17.300747476382234,19,11,8
333,16.623594134533015,19,11,6
334,16.126701959661478,13,8,6
335,12.03645663457217,14,6,3
336,10.077023965928383,14,4,2
337,15.984491739923183,16,9,6
338,14.343462787834376,14,6,5
339,14.941968607107972,17,10,5
340,20.00670438837,23,13,10
341,17.856948448516945,25,16,11
342,18.772285428076803,15,10,9
343,10.264603423507706,14,4,1
344,11.300064119617259,9,4,4
345,12.929532065139233,12,7,6
346,10.890157273560112,13,7,4
347,13.996103084995724,11,6,5
348,15.763760354723088,19,7,6
349,12.42535479762476,18,8,5
350,11.291957247591501,12,7,3
351,14.99416893175215,13,7,5
352,11.022706338390298,11,4,3
353,12.78959182469607,15,8,5
354,17.284171007705105,21,12,10
355,15.140816867613239,13,6,4
356,15.444465511848366,14,7,4
357,15.724949765958124,20,14,9
358,12.252818918859315,13,5,4
359,12.962821230616798,12,4,2
360,14.845951029990683,17,10,6
361,11.486403397103894,15,7,6
362,23.872715463132305,21,15,12
363,15.969568924353235,19,11,8
364,15.219332718636478,21,13,7
365,16.343420475617283,19,11,8
366,14.927777495975755,20,9,6
367,14.665744157603108,13,6,5
368,18.02230473115132,17,8,8
369,17.555423766292215,23,12,7
370,13.771944893140285,12,6,4
371,16.01113023846897,21,6,5
372,14.261857347756091,13,5,3
373,14.9791149563177,11,7,6
374,23.45963519687309,12,8,7
375,10.309041477344174,7,3,3
376,17.68152476878881,20,13,8
377,18.427587717319078,18,11,9
378,11.377319567047222,11,2,2
379,13.307902120307105,8,3,2
380,11.59050941397066,13,6,5
381,10.367494053361572,12,4,3
382,10.839821928379067,11,3,2
383,15.43886700235853,15,9,7
384,17.5224345913117,15,10,9
385,16.847698378509964,19,9,6
386,15.144830130705246,19,9,5
387,15.69302732455868,27,10,5
388,21.389954760616405,26,17,14
389,14.67171860780526,17,4,3
390,13.106408430443782,17,8,6
391,15.957619468845728,12,8,7
392,14.947501958369795,15,7,6
393,15.771183398141073,28,13,9
394,18.955770377962832,19,11,10
395,14.151345233502285,16,9,5
396,13.212888792899932,14,7,5
397,15.437058273620966,10,6,5
398,16.411311663642614,22,10,8
399,18.853444401691494,21,13,8
400,12.84721448255336,12,6,3
401,16.13632030228531,14,11,5
402,11.695702271695897,17,4,3
403,15.710699137786078,28,16,8
404,14.78725514353102,13,8,6
405,13.564228119359612,18,8,4
406,10.71507962338723,10,6,4
407,12.01572492956607,16,8,3
408,19.49636858860583,17,12,12
409,19.818398501964523,15,10,8
410,15.438904523608686,13,9,6
411,14.272302183542541,13,7,4
412,16.326193001123194,13,10,8
413,12.294663473552104,14,6,5
414,11.496050231177733,9,4,3
415,14.627469767821264,13,8,6
416,18.518626891509964,18,11,8
417,14.19290613004588,15,9,4
418,19.392927772823988,21,13,10
419,13.767941887735594,11,6,3
420,12.887114193676382,15,8,4
421,14.380572296042711,16,11,10
422,12.562768119489157,14,5,3
423,11.525834905591747,13,4,3
424,23.90889914699228,17,13,11
425,14.647468995465646,10,8,6
426,13.788544572128755,11,5,2
427,13.300501002551071,12,7,4
428,17.856524955250567,16,11,6
429,11.08916268928455,11,5,1
430,9.980357734246818,10,5,3
431,14.980735449979036,12,8,6
432,14.885938425249886,19,9,6
433,9.592343008008921,11,4,4
434,11.235288430439418,14,5,4
435,16.58635441393486,23,11,9
436,14.401821518251898,18,8,5
437,17.597842466649702,17,15,8
438,17.756672696661774,16,9,7
439,15.076077691671376,15,6,4
440,15.636415294878491,18,9,7
441,20.172234624730585,20,11,9
442,15.510488800266524,18,12,7
443,14.91714873774642,13,8,7
444,13.810336141378533,18,8,6
445,9.09656144498873,9,2,1
446,13.886913805125213,12,7,3
447,15.19283355228825,21,9,7
448,14.43969925739774,10,5,4
449,16.56211391945085,20,10,7
450,15.296150011906528,21,11,8
451,17.956590771667422,13,9,7
452,18.33203572780322,14,9,7
453,12.858511198475782,16,10,9
454,18.440674058664857,17,9,7
455,20.849088157727458,12,7,7
456,19.322396601813406,21,11,9
457,12.745308832535475,16,10,5
458,11.983303992806313,14,6,4
459,18.10696590003042,21,8,6
460,13.385121542270317,16,9,3
461,13.501697429353863,21,6,5
462,13.00423998666238,15,8,6
463,14.453641032898485,10,7,5
464,12.237093176654081,13,5,4
465,14.358022359001021,20,7,4
466,18.010889575388656,16,8,7
467,11.47910120328144,10,4,3
468,16.653956191444998,16,10,6
469,11.46336503104439,12,4,2
470,20.374532374505186,14,7,6
471,22.235279116485195,18,11,9
472,14.529742895103809,13,6,5
473,12.782607737397134,16,5,3
474,18.154299404476255,17,8,5
475,10.087272023689794,8,3,3
476,13.147688712155228,11,5,4
477,16.075471785355095,13,5,5
478,14.384303352328343,10,7,7
479,17.528346749968204,16,11,7
480,12.633273323822005,16,10,5
481,15.257203050182769,15,8,6
482,14.213277342289903,11,3,3
483,18.19162780870354,21,9,8
484,14.780423338182349,17,7,5
485,25.213942308201773,21,13,10
486,16.041345444490066,10,5,4
487,11.786352383728625,9,4,4
488,15.61139097305379,13,9,6
489,12.75593394667102,19,8,5
490,12.495288977000667,16,6,5
491,18.733900387532977,17,11,10
492,14.227634154151474,12,6,6
493,13.460592306352687,20,10,6
494,12.571107578008432,9,5,2
495,15.420470434632422,15,9,7
496,11.472408875003893,14,7,4
497,11.131846028478316,17,6,3
498,14.504269216194267,21,12,10
499,13.57846236124527,16,8,4
500,21.246869901153726,26,16,12
501,14.487294317520336,14,7,4
502,22.103611127168417,17,7,6
503,18.509777415116794,14,9,8
504,19.464144384277922,18,10,5
505,13.180853470719674,16,8,5
506,16.37500273919306,12,9,5
507,15.175706841157135,16,7,3
508,17.229600309019336,14,8,5
509,13.701311215031788,7,5,4
510,16.307384938539375,17,11,11
511,15.914400173357249,11,6,4
512,17.73771879221876,14,7,5
513,16.509863792406296,28,14,6
514,12.12226225380094,17,6,4
515,14.84446246952274,21,12,7
516,16.568460394091613,19,13,9
517,12.850447821223392,14,7,5
518,14.412518805453974,12,6,4
519,13.867513788845775,10,6,4
520,11.66395747882867,14,5,2
521,11.320713774647855,15,4,1
522,13.783242148672498,15,11,6
523,18.667130524978912,21,14,8
524,16.137976732492813,22,10,8
525,15.496521301911937,19,11,8
526,12.388404379982216,12,6,4
527,13.148895800672223,13,6,5
528,21.397391840036146,19,11,11
529,13.263483780533557,14,8,5
530,15.057641043848774,13,8,8
531,15.315810944647492,18,8,7
532,19.23538774945922,23,14,10
533,17.67810663378585,20,11,9
534,14.140681071083367,20,8,5
535,16.13043616140968,18,6,5
536,9.0260745306421,10,2,2
537,16.00074447452957,18,6,5
538,15.910883314195415,15,8,6
539,12.140313426910517,10,5,2
540,17.16680081949917,16,7,7
541,13.47250256303398,12,8,4
542,14.555253666037535,15,6,6
543,13.638932821670641,17,7,5
544,14.235597041337437,12,7,5
545,19.204054421216245,19,10,9
546,15.440183068505677,15,8,6
547,12.152828866221485,18,6,3
548,16.278850086874357,12,8,6
549,14.770496895910386,13,8,6
550,18.20229179812407,16,9,7
551,12.127782960304309,14,7,3
552,14.595165021008748,16,7,5
553,15.447275299991288,23,7,6
554,12.548341653771297,11,5,3
555,18.10110117331738,19,14,13
556,15.957592380036793,22,10,7
557,19.970169207984082,17,7,6
558,15.051078713468831,15,8,7
559,14.790107693557044,16,9,6
560,17.044803481810888,16,7,5
561,13.296519169318012,13,6,6
562,11.888902409989276,14,6,4
563,13.952637157505066,16,8,7
564,12.323856426948653,13,5,5
565,17.527542224294514,11,5,5
566,17.17324479579302,16,12,8
567,9.863356994514026,9,5,4
568,17.302837209943576,17,10,8
569,12.714492786661676,15,9,6
570,12.213597295011466,13,4,3
571,13.271504453020082,12,7,6
572,16.13907069374704,17,8,7
573,14.831223009134568,13,8,6
574,10.99622724227256,8,3,2
575,15.6003532082295,20,8,7
576,10.58259888345292,11,4,1
577,18.7627808697057,18,12,7
578,13.955274249732623,18,11,7
579,16.653317080249437,16,7,5
580,22.95141353225563,21,14,11
581,12.106797559663924,19,10,6
582,15.668696074370066,8,6,4
583,12.522726447603148,11,6,5
584,18.125357654939545,22,13,11
585,15.43276622330416,16,8,5
586,20.271006315801536,18,11,10
587,15.210374045683112,21,6,4
588,13.160758758662906,13,7,4
589,17.5902856806666,15,12,8
590,15.639457599099824,19,8,7
591,18.39174039568649,20,12,11
592,14.457700119656751,20,8,6
593,15.900070081097521,14,7,6
594,17.442484909266504,20,13,9
595,13.058207152322002,14,7,2
596,16.503231763363814,22,10,9
597,14.936127433422774,15,6,4
598,12.54633816982878,22,6,5
599,12.95880975762765,11,6,4
600,16.8105103734361,17,10,5
601,15.226289350754833,17,8,5
602,12.506419154478792,19,7,5
603,14.0473720063164,16,8,4
604,16.18034185657687,17,9,7
605,14.363537623616232,16,11,8
606,19.809625905594753,20,13,11
607,11.0796090013341,12,4,2
608,19.821616684542363,18,9,8
609,20.69766845832515,21,14,10
610,12.606487609850415,13,6,4
611,13.706825854316818,22,13,5
612,16.910714799499146,21,14,9
613,15.541813247084873,16,8,5
614,20.593909471321943,23,12,10
615,13.904057932148978,21,7,6
616,12.831514752099146,13,6,5
617,19.8571981533842,17,11,11
618,13.261070763792572,15,8,5
619,15.739781682222088,10,7,7
620,15.374633498203371,17,7,7
621,18.901735439697532,27,13,11
622,16.274010648951656,14,6,4
623,15.72287671482658,13,6,5
624,17.23235230865565,18,10,8
625,14.464823755847386,11,5,4
626,16.814582379463165,19,8,4
627,11.066673119514965,13,5,4
628,14.497136088500747,19,8,7
629,12.648083120148085,11,6,3
630,13.406839799032387,14,7,4
631,14.261412706827523,12,6,4
632,13.740065785215315,16,9,7
633,13.732470102484521,8,5,3
634,14.730669990311494,17,10,6
635,15.22901443880559,12,6,4
636,6.7659355990015815,3,2,1
637,13.7458425182383,19,8,4
638,12.222363010915988,11,5,2
639,10.26424912423877,13,4,1
640,15.993376439425074,15,9,6
641,13.941803666743287,12,8,5
642,14.211776701374593,16,7,5
643,13.0912818665991,16,6,2
644,12.112676302053714,17,7,6
645,15.5731578070096,15,4,3
646,17.563965116751667,20,10,8
647,16.367534338243196,15,8,5
648,22.35949539416894,22,13,12
649,13.50354647825391,13,7,3
650,16.693329138234667,11,9,7
651,17.506711019742994,18,10,7
652,15.159954278351865,10,6,5
653,14.594252913234117,9,7,6
654,13.213708380721608,9,6,4
655,13.778801218937154,25,7,6
656,11.20464181545923,9,4,3
657,17.725561953040607,20,11,10
658,15.84812814525123,16,6,6
659,19.536888549329632,22,13,8
660,14.107667837693803,15,8,7
661,15.246826803135255,15,8,5
662,12.236254603941463,16,7,5
663,12.506808593625237,11,6,4
664,13.975137970497952,14,7,5
665,13.744518247575582,16,8,5
666,13.881417975145597,16,8,7
667,13.68089494829799,20,8,4
668,16.81959850192753,18,10,5
669,13.496662332989338,10,7,5
670,16.2950814998816,12,8,6
671,11.118921604112419,12,3,2
672,16.79435655045127,18,10,8
673,9.21524150221944,6,2,2
674,15.669124082533825,16,8,6
675,18.169866406439947,18,12,10
676,14.252835323840195,21,10,8
677,11.488817818360117,14,6,3
678,13.731758507261757,10,6,4
679,16.298783418799907,17,10,5
680,18.10309246264272,14,9,6
681,16.62161275844755,25,13,9
682,13.652393081873953,18,9,4
683,23.46849255200223,19,12,10
684,16.75543619113085,15,9,6
685,8.966099865042665,10,3,3
686,13.961994987733911,15,8,6
687,12.656038364729703,17,8,6
688,14.906382816651252,18,10,6
689,15.775918466211637,18,9,6
690,13.059496561317449,12,7,5
691,17.281570915448167,16,7,3
692,14.590562758691062,11,5,5
693,14.26705358463512,15,6,4
694,14.256971269853983,15,8,4
695,12.15532248709956,10,4,2
696,16.45928716968985,14,9,5
697,15.158447596514291,14,7,5
698,12.342576859248004,11,6,4
699,17.939358187910212,18,9,8
700,11.613468150320823,13,6,2
701,16.986183472842857,19,11,6
702,9.111013891112894,7,2,1
703,15.111129660841879,20,11,8
704,15.85921232923168,16,7,6
705,17.297087787042734,22,10,9
706,12.70642445701529,13,7,5
707,12.697322629421505,13,6,4
708,20.069247019681807,18,11,9
709,14.710413884050919,12,6,5
710,14.337706374735891,17,8,5
711,18.281763419679447,14,9,5
712,15.396930378758606,13,7,5
713,16.909368252112976,16,7,5
714,16.302595845976622,19,10,7
715,12.366441113372362,15,8,5
716,15.339022466644074,19,8,6
717,10.726220729492242,14,6,3
718,19.297061452026497,19,10,7
719,17.368574788366278,11,10,7
720,16.28470132566663,20,7,7
721,16.795272935451905,20,9,6
722,14.172225671773454,17,7,6
723,14.270495899900588,16,10,6
724,17.857187869922225,22,13,10
725,14.86672658426153,21,11,9
726,15.098786540650686,13,5,5
727,12.346611211908808,18,9,5
728,15.968272915635104,10,6,4
729,7.444066557754665,7,2,0
730,19.08748018110956,13,8,6
731,12.83211199924678,17,8,5
732,15.923162191101966,15,12,9
733,16.05389665317864,19,10,8
734,14.035263696444755,15,5,3
735,16.031983642849056,17,10,9
736,17.579846242522716,18,7,4
737,11.406546909351679,12,6,3
738,13.374207885119063,16,9,5
739,16.11774836533009,12,8,8
740,18.43755325551334,14,9,8
741,14.002699220164953,15,8,4
742,14.184937625622407,21,11,8
743,11.82887605145293,9,4,3
744,16.59505669365724,18,10,7
745,17.39927825923907,18,12,9
746,16.05689328488403,16,10,9
747,14.519474984571248,17,6,6
748,16.4632926197573,11,8,6
749,12.283446505870042,14,7,5
750,15.79469876666545,22,12,3
751,15.493787981891014,12,7,6
752,13.030031717573207,16,6,3
753,16.25936157143598,14,8,7
754,14.33587385082969,18,12,7
755,15.60438750844138,13,7,5
756,13.818811780739313,20,10,9
757,11.665692564060562,6,4,4
758,12.532711694381174,16,6,4
759,9.481153176783835,8,4,2
760,20.51288613932103,17,14,11
761,19.5091201302589,20,13,9
762,13.049367390197352,17,11,7
763,10.993646420198711,15,6,2
764,14.888658248943742,17,10,8
765,18.260359892860535,17,10,9
766,19.91338418905147,15,9,7
767,13.734351616617081,17,7,6
768,10.833762037435338,10,4,3
769,15.52204530805065,17,7,6
770,13.139161836220977,17,8,5
771,15.35508802929406,15,7,6
772,12.982722180654216,17,9,6
773,19.834837031282923,17,10,6
774,9.865388783762606,11,2,2
775,14.506164882718377,15,9,5
776,11.688882736333055,14,6,4
777,14.926332719095345,12,6,5
778,17.279744593408665,22,10,8
779,14.611641176851492,26,11,6
780,12.75651442311631,11,5,4
781,17.84359129137786,13,8,5
782,13.120073048158952,14,6,4
783,15.721532268169366,22,10,7
784,14.235043087887002,24,11,7
785,17.448814229691088,17,13,10
786,14.64063559860254,19,7,5
787,11.353602980662592,14,6,2
788,12.605196120668642,15,6,5
789,10.243766475949943,11,4,3
790,14.937292671024663,17,13,5
791,15.4522169788521,17,4,3
792,13.708382203098594,10,3,3
793,14.694594620619629,19,7,6
794,14.97028003478322,22,10,9
795,14.874183584141871,19,10,7
796,12.705291825500339,16,2,2
797,18.216446601192892,17,9,8
798,17.381125341202296,21,11,9
799,17.54141275448848,11,7,6
800,13.019677931131595,9,5,3
801,12.80425949099227,14,5,4
802,15.002946766584817,11,5,4
803,20.323195833025743,17,12,11
804,14.221581718149787,16,10,9
805,20.872906166789768,15,11,10
806,18.783744349197626,25,16,12
807,13.373824724960338,16,9,6
808,14.975251897324155,17,9,6
809,11.854032990515718,15,8,6
810,23.149665506297655,14,10,10
811,13.305210668828193,14,8,5
812,12.636994166098749,12,5,3
813,13.311736232592015,15,8,5
814,12.568868950923951,18,7,5
815,13.886119799492677,12,7,5
816,12.460187924364108,21,12,9
817,23.77533047468002,17,13,12
818,18.46987200819547,14,9,7
819,12.740319886887438,12,6,2
820,15.941866849107878,20,9,7
821,21.25024643490133,18,12,10
822,15.80921043652788,14,9,5
823,17.07026986050619,19,12,10
824,11.70298789419579,14,5,5
825,12.837364950031642,16,4,3
826,10.62343593318836,14,5,2
827,13.941692549164296,16,9,5
828,17.57883389021285,23,13,11
829,17.86502577356943,17,7,4
830,14.878909236063688,20,8,6
831,10.118497321228514,10,3,2
832,16.20843773928753,12,6,3
833,11.862614695007776,12,4,3
834,17.853853588418616,21,11,6
835,15.054068578383822,13,8,4
836,14.58982537855271,15,8,5
837,16.067954594762792,13,6,5
838,10.117385412807618,10,5,2
839,15.318094981051743,16,10,5
840,13.023488553667026,12,3,3
841,21.23423731572353,17,11,8
842,19.125209452749143,13,10,9
843,19.259677400524534,12,8,6
844,12.598277378549337,17,5,3
845,13.62261723544519,13,8,5
846,14.079099834888215,13,8,6
847,14.907308676481886,13,7,4
848,13.109997308563717,14,7,4
849,12.723261069701643,13,6,5
850,11.334650507218193,13,7,5
851,17.44121451773634,18,11,7
852,15.698251344353658,17,7,5
853,12.67802319509258,14,6,4
854,16.205630560094463,19,9,6
855,17.71879944657244,16,9,7
856,15.060691594437325,16,7,5
857,14.496387417993487,11,4,3
858,15.767307070111285,20,10,5
859,9.939561742517153,11,4,2
860,14.057978775777359,16,6,4
861,16.42515877192445,16,10,7
862,16.08150355896281,12,7,5
863,14.90575786309548,18,10,9
864,21.66236942847663,13,9,6
865,14.521755216868058,16,6,3
866,16.847229080510854,12,5,5
867,16.41510253664222,13,9,8
868,14.793261065646504,13,5,5
869,12.949247239580128,14,4,2
870,17.359523409821684,15,10,7
871,12.016960085060509,17,9,5
872,16.620974035371994,20,11,11
